"﻿""frc""",timestamp,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
FRC3,2021-04-30 22:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 22:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 22:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 22:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 23:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 23:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 23:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 23:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 23:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 23:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 0:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 0:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 0:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 0:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 0:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-04-30 0:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 1:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 1:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 1:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 1:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 1:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 1:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 2:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 2:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 2:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 2:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 2:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 2:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 3:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 3:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 3:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 3:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 3:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 3:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 4:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 4:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 4:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 4:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 4:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 4:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 5:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 5:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 5:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 5:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 5:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 5:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 6:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 6:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 6:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 6:36,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 6:46,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 6:56,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 7:06,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 7:16,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 7:26,53,53,12,12,0.5099999904632568,False
FRC3,2021-05-01 7:36,40,53,17,12,0.5,False
FRC3,2021-05-01 7:46,33,54,20,12,0.5,False
FRC3,2021-05-01 7:56,28,53,24,12,0.5099999904632568,False
FRC3,2021-05-01 8:06,26,54,26,12,0.5099999904632568,False
FRC3,2021-05-01 8:16,36,53,19,12,0.6299999952316284,False
FRC3,2021-05-01 8:26,32,53,21,12,0.6299999952316284,False
FRC3,2021-05-01 8:36,33,54,20,12,0.6200000047683716,False
